pack_v_max,pack_v_ptp,pack_v_kurtosis,pack_v_skew,pack_v_meandiff,pack_p_ptp,pack_p_kurtosis,pack_p_skew,pack_p_meandiff,dqdv_peak_05,dqdv_05_ptp,dqdv_peak_10,dqdv_10_ptp,window_range,window_range_idx,window_median,order_id,rated_energy,rated_voltage,rated_capacity,soh
121.4657,0.0619999999999976,,,0.0,6.465400000000955,14.947860769390848,2.4251034767508384,0.0050344481605314,6.644762083333333,0.0,6.644762083333333,0.0,time_170_180,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.4657,0.0619999999999976,,,0.0002073578595317,7.970400000000154,-1.8164831776468484,-0.053702606749893,0.0165892976588673,6.644777583333333,0.0,6.644777583333333,0.0,time_180_190,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.5277,0.0619999999999976,,,0.0002073578595317,7.971999999999753,-0.8080831913003315,0.9445769405938634,0.0140692307692329,6.644743138888888,0.0,6.644743138888888,0.0,time_190_200,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.5897,0.1239999999999952,,,0.0,10.672999999998863,8.63921149980252,0.6271895759272571,0.0,6.64478275,0.0,6.64478275,0.0,time_200_210,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.6517,0.1240000000000094,4.672120097758696,-0.2177972376479967,0.0004147157190635,12.934499999999389,3.744595679329011,-0.2116643441450347,0.0331789297658868,6.6447706944444445,0.0,6.6447706944444445,0.0,time_210_220,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.7137,0.1240000000000094,,,0.0002073578595317,12.181799999998477,-0.1880937408009648,0.0611141451268007,0.0191100334448182,6.644753472222222,0.0,6.644753472222222,0.0,time_220_230,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.8377,0.1239999999999952,,,0.0004147157190635,12.939099999999598,-0.8686625253185465,0.3620195804731452,0.0256016722408072,6.6447551944444445,0.0,6.6447551944444445,0.0,time_230_240,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.9618,0.1240999999999985,-1.3127868369721294,0.2387913188086442,0.000579906542056,12.195599999999104,-1.2517247768892257,0.2063063149770937,0.0499299065420537,4.755799611111112,0.0,4.755799611111112,0.0,time_240_250,0.0,0,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
113.0022,4.402300000000004,-0.9873850059602948,-0.394323860022292,0.0206854046797085,285.2341499999998,-0.9927473991827248,-0.3913127207117126,1.1563128536152645,0.8653284305555557,0.6333723888888891,1.5250731944444442,1.1639508055555554,energy_0_10,0.5,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
119.4196,1.3641000000000076,-1.121814587064594,0.4178844738030501,0.0013219289340101,109.1330999999991,-1.1225992461100738,0.4180920417855787,0.105759289340101,12.156141861111111,9.64491461111111,18.689803194444444,15.489653472222225,energy_10_20,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
120.7217,1.3640999999999934,-1.081866177416806,-0.1224348929572913,0.0013368583162217,109.88190000000031,-1.0818986375966293,-0.1218640338034401,0.1069535934291584,9.844899750000002,5.400241138888891,16.511842027777778,11.378266111111111,energy_20_30,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.2797,0.6200000000000045,,,0.0005776397515528,52.60100000000057,-0.9914347281844078,-0.4540904167897284,0.0477689440993789,15.467449166666666,9.467163055555556,21.467735277777784,0.0,energy_30_40,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.4037,0.1239999999999952,,,0.0001286307053941,12.928400000000693,-0.478445588598551,0.1638759160672913,0.0102909751037346,21.423240555555555,0.0,21.423240555555555,0.0,energy_40_50,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.5277,0.1859999999999928,,,0.0001931464174454,17.89089999999851,-0.1700057257231821,0.4170384259745738,0.0146706126687437,21.40102419444445,0.0,21.40102419444445,0.0,energy_50_60,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
